,Artist,Title,Track_id,Year,Lyrics
10,Wishbone Ash,Blowin' Free,TRFIWVN128F1456BDE,1972,"I thought I had a girl
I know, because I seen her.
Her hair was golden brown
Blowin' free like a cornfield.

She was far away
I found it hard to reach her.
She told me ""You can try""
But it's impossible to find her.

In my dreams everything was alright.
In your schemes you can only try.

I thought I had a girl
I know, because I seen her.
Her hair was golden brown
Blowin' free like a cornfield."
11,Lindisfarne,Mandolin King (2004 Digital Remaster),TRXAFYI128F427C378,1972,"Listen to the mandolin king, doing his own special thing,
strumming his strings, singing his songs
and when he sings he wants to sing along.

La, la, la, la, la, ...

Anything you ever wanted, he can make come real,
depending on how you feel, according to what you do,
because you know that in the end it's up to you.

So Listen to the mandolin king, doing his own special thing,
strumming his strings, singing his songs
and when he sings you all sing along.

So shut your eyes and picture empty skies all around
and listen for the sound, of magic in the air
and when you do then you know the mandolin king will be there.

Listen to the mandolin king, doing his own special thing,
strumming his strings, singing his songs
and when he sings you all sing along.

Ev'rybody, La, la, la, la, la, ..."
12,The Sensational Alex Harvey Band,Hole In Her Stocking,TRJVAIH128F92CAE4B,1972,"I got drunk last night, I got drunk the night before
Got the blues so bad I can't sing the blues no more
I woke up this morning - a pain going through my head
But I've got a baby that takes the pain away

She loves nobody but me
Sweet as a sweety can be
She got hole in her stocking and she keeps on rockin' my blues away
She got hole in her stocking and she keeps on rockin' my blues away
She got hole in her stocking and she keeps on rockin' the night away

I love my baby, love my baby, night and day
Shakin' and quakin' if my baby gets far to far away
And I have to write a letter
Come on home baby make me better
She got hole in her stocking and she keeps on rockin' my blues away

She got hole in her stocking and she keeps on rockin'
She got hole in her stocking and she keeps on rockin'
She got hole in her stocking and she keeps on rockin'
She got hole in her stocking and she keeps on rockin'

She loves nobody but me
Sweet as a sweety can be
She got hole in her stocking and she keeps on rockin'

She got hole in her stocking and she keeps on rockin'
She got hole in her stocking and she keeps on rockin'
She got hole in her stocking and she keeps on rockin'
She got hole in her stocking and she keeps on rockin'

She loves nobody but me
She sweet as a sweety can be
She got hole in her stocking and she keeps on rockin'

She got hole in her stocking and she keeps on rockin'
She got hole in her stocking and she keeps on rockin'
She got hole in her stocking and she keeps on rockin'
She got hole in her stocking and she keeps on rockin'

She loves nobody but me
She as sweet as a sweety can be
She got hole in her stocking and she keeps on rockin'

She got hole in her stocking and she keeps on rockin'
She got hole in her stocking and she keeps on rockin'
She got hole in her stocking and she keeps on rockin'
She got hole in her stocking and she keeps on rockin'

She loves nobody but me
She as sweet as can be
She got hole in her stocking and she keeps on rockin'"
13,Big Star,When My Baby's Beside Me,TRPQJDI128F9307A69,1972,"Don't need to talk to my doctor
Don't need to talk to my shrink
Don't need to hide behind no locked door
I don't need to think

'Cause when my baby's beside me, I don't worry
When my baby's beside me, all I know
When my baby's beside me, I don't worry
When my baby's beside me, all I know

Read all my books and talked about
Listen to my radio
Been in school and dropped right out
Tryin' to find out what I didn't know

But when my baby's beside me, I don't worry
When my baby's beside me, all I know
When my baby's beside me, I don't worry
When my baby's beside me, all I know

Don't need to talk to my doctor
Don't need to talk to my shrink
Don't need to hide behind no locked door
I don't need to think

'Cause when my baby's beside me, I don't worry
When my baby's beside me, all I know
When my baby's beside me, I don't worry
When my baby's beside me, all I know

When my baby's beside me, I don't worry
When my baby's beside me, all I know
When my baby's beside me, I don't worry
When my baby's beside me, all I know"
14,Maxime Le Forestier,Comme Un Arbre,TRJSCXA128F932E8EE,1972,"Comme un arbre dans la ville
Je suis né dans le béton
Coincé entre deux maisons
Sans abri sans domicile
Comme un arbre dans la ville

Comme un arbre dans la ville
J'ai grandi loin des futaies
Où mes frères des forêts
Ont fondé une famille
Comme un arbre dans la ville

Entre béton et bitume
Pour pousser je me débats
Mais mes branches volent bas
Si près des autos qui fument
Entre béton et bitume

Comme un arbre dans la ville
J'ai la fumée des usines
Pour prison, et mes racines
On les recouvre de grilles
Comme un arbre dans la ville

Comme un arbre dans la ville
J'ai des chansons sur mes feuilles
Qui s'envoleront sous l'œil
De vos fenêtres serviles
Comme un arbre dans la ville

Entre béton et bitume
On m'arrachera des rues
Pour bâtir où j'ai vécu
Des parkings d'honneur posthume
Entre béton et bitume

Comme un arbre dans la ville
Ami, fais après ma mort
Barricades de mon corps
Et du feu de mes brindilles
Comme un arbre dans la ville"
15,The Edgar Winter Group,We All Had A Real Good Time,TRXABDP128F427197A,1972,"I don't remember how I got this way
I don't recall what happened yesterday
I don't remember what I did last night
All I know is I was feelin' all right

And we all had a real good time
Somebody told me I was outta my mind
But we all had a real good time
I couldn't stop myself from feelin' fine

Got so loud I couldn't hear the phone
Even if you tried to call, no one was home
The room was rockin' as I crawled across the floor
I tried to make it but I couldn't find the door

So we all had a real good time
Somebody told me I was outta my mind
But we all had a real good time
I couldn't stop myself from feelin' fine

Here we are now, the time is right
Feelin' good like I did last night
I can tell, that you're feelin' good, too
Come on with me I wanna party with you

And we'll all have a real good time
They tried to tell me I was outta my mind
But we'll all have a real good time
Don't try to stop yourself from feelin' fine

We'll all have a real good time
They tried to tell me I was out of my mind
But we'll all have a real good time
Don't try to stop yourself from feelin' fine"
16,Larry Norman,The Great American Novel,TRSLCOR128F9301FAB,1972,"I was born and raised an orphan
In a land that once was free
In a land that poured its love out on the moon
And I grew up in the shadows
Of your silos filled with grain
But you never helped to fill my empty spoon

And when I was ten you murdered law
With courtroom politics
And you learned to make a lie sound just like truth
But I know you better now
And I don't fall for all your tricks
And you've lost the one advantage of my youth

You kill a black man at midnight
Just for talking to your daughter
Then you make his wife your mistress
And you leave her without water
And the sheet you wear upon your face
Is the sheet your children sleep on
At every meal you say a prayer
You don't believe but still you keep on

And your money says in God we trust
But it's against the law to pray in school
You say we beat the Russians to the moon
And I say you starved your children to do it

You are far across the ocean
But the war is not your own
And while you're winning theirs
You're gonna lose the one at home
Do you really think the only way
To bring about the peace
Is to sacrifice your children
And kill all your enemies

The politicians all make speeches
While the news men all take notes
And they exaggerate the issues
As they shove them down our throats
Is it really up to them
Whether this country sinks or floats
Well I wonder who would lead us
If none of us would vote

Well my phone is tapped and my lips are chapped
From whispering through the fence
You know every move I make
Or is that just coincidence
Well you try to make my way of life
A little less like jail
If I promise to make tapes and slides
And send them through the mail

And your money says in God we trust
But it's against the law to pray in school
You say we beat the Russians to the moon
And I say you starved your children to do it
You say all men are equal all men are brothers
Then why are the rich more equal than others
Don't ask me for the answer I've only got one
That a man leaves his darkness when he follows the Son"
17,Procol Harum,Whisky Train,TRJYEUJ128F93005F1,1972,"Ain't gonna ride that whisky train
Ain't gonna burn up no more flame
Throw away my bottle down the drain
Ain't gonna ride that whisky train

To think that I could be so wrong
To be so sick and still go on
The way I drink it's been too long
Don't see much point in carrying on

I'm gonna lose these drinking blues
I'm gonna find a girl to make me choose
Between lovin' her and drinking booze
I'm gonna lose these drinking blues

Ain't gonna ride that whisky train
I'm tired of burning in the flame
Throw away my bottle down the drain
Ain't gonna ride that whisky train"
18,Kris Kristofferson,Nobody Wins,TRCKIXM128F427EBBD,1972,"Any more it doesn't matter
Who's right or wrong 
We've been injuring each other 
For much too long 
And it's too late to try to save 
What might have been 
It's over 
Nobody wins 

Make believin in forever 
Is just a lie 
And it seems a little sadder 
Each time we try 
'Cause it's a shame to make 
The same mistakes again 
And again 
It's over. 
Nobody wins 

We've gone too far too long 
Too far apart 
The lovin' was easy 
It's the livin' that's hard 
And there's no need to stay and see 
The way it ends 
It's over. 
Nobody wins"
19,Syreeta,How Many Days,TRXHWSD128EF34DCA2,1972,"How many years must a girl be lonely
Before she ever finds her goal
How many years must my heart be broken
Before you come home again
How many days must I stay here waiting
Why must I only touch you in my dreams
And how many nights must my eyes keep crying
Forever and ever it seems

With tender words you said you loved me
You said I touched you in your heart
But those were words to start a fire
Desire's gone without the spark
Chance's come but my love stays faithful
(Always) Trusting in one who caused me pain
How many years must my heart keep searching
To fall in love again

With tender words you said you loved me
You said I touched you in your heart
But those were words to start a fire
Desire's gone without the spark
Chance's come but my love stays faithful
(Always) Trusting in one who caused me pain
How many years must my heart keep searching
To fall in love again"
20,Thin Lizzy,Shades Of A Blue Orphanage,TREEHXX128F4273A9E,1972,"When we were kids he used to go over the back wall into old Dan's scrapyard
Into the snooker hall where most us kids were barred
An' into the Roxy and the Stella where film stars starred
That's where me and Hopalong an' Roy Rogers got drunk and jarred
And we might have been the saviour of the men,
the captured captain in the devil's demon den
And we might have been the magic politician in some kind of tricky position
Like an old, old, old master musician we kept on wishin'
We was headed for the number one hit country again

{Chorus}
And it's true
True blue
Irish blue
And it's true
True blue
And sometimes it reminds me of you

There's an old photograph of Dan that I wish you could-a seen
Of him and the boys posed, standing in St. Stephen's Green
Ya see, they were a part of the great freedom dream
But they were caught and detained and are locked inside the frame
of the photograph
And he might have been the clever con, the good samaritan, the rassclaut man
An' he might have been the loaded gun, the charlatan of the tap dancin' fan
But like an old pioneer from outer Afghanistan,
headed for the number one hit country again

{repeat chorus}

Old Dan in a raincoat hums the very, very, very special notes
of a long lost favorite melody
It reminds him of a love affair when he was young and did not care
And how he parted so soft, so sadden
And he might have been the laughing cavaliero, the wise old commanchero
Ow, the desparate desparado, the good looking Randolph Valentino,
the gigolo from Glasgow
But like an old, old hunter of the female buffalo,
he's headed for the number one hit country again

{repeat chorus}
And it's true
True blue
Irish blue
True blue
Irish blue
And it's true
It's so true
Ummm, it's true
I swear I've said it
Swear I've said it
I swear I said it
I swear it's true
And it's true
True blue
Oh, its Irish blue
And it's true..."
21,Cornelius Brothers & Sister Rose,Treat Her Like A Lady,TRNIRII128F146B090,1972,"All my friends had to ask me
Something they didn't understand
How I get all the women
In the palms of my hand

And I told them
Treat her like a lady (treat her like, you got to, got to treat her like)
Do the best you can do (treat her like, you got to, got to treat her like)
You got to treat her like a lady and she'll give in to you
Lord, look and see
You know what I mean

I know you've heard that a woman (treat her like, you got to treat her like)
Will soon take advantage of you (treat her like, you got to treat her like)
Let me tell you, my friend (treat her like, you got to treat her like)
There just ain't no substitute (treat her like, you got to treat her like)

So you ought to
Treat her like a lady (treat her like, you got to, got to treat her like)
Do the best you can do (treat her like, got to, got to treat her like)
You got to treat her like a lady and she'll give in to you
Lord, look and see
You know what I mean

Oh, you got to love her (love her), tease her (tease her)
But most of all you got to please her (please her)
You got to hold her (hold her) and want her (want her)
And make her feel you'll always need her (need her)
You know a woman (woman) is sentimental (woman)
And so easy (woman) to upset (woman)
So make her feel (feel) that she's for real, yeah (real)
And she'll give you happiness, whoa

Strange as it seems (treat her like, you got to treat her like)
You know you can't treat a woman mean (treat her like, you got to treat her like)

So my friends, there you have it
I said it's the easy, simple way
If you fail to do this
Don't blame her if she looks my way

'Cause I'm gonna
Treat her like a lady (treat her like, you got to, got to treat her like)
So affectionately (treat her like, you got to, got to treat her like)
I'm gonna treat her like a lady and she'll give in to me
Lord, look and see
You know what I mean

Oh, you gotta
Treat her like a lady (treat her like, you got to, got to treat her like)
Do the best you can do (treat her like, got to, got to treat her like)
You got to treat her like a lady"
22,Nino Bravo,Noelia,TRPNTXR128F9311A8E,1972,"Hay una chica 
Que es igual
Pero distinta a las demás.

La veo todas las noches
Por la playa pasear
Y no sé... de dónde viene
Y no sé... a dónde va.

Hace tiempo que sueño con ella
Y sólo se que se llama Noelia.
Hace tiempo que vivo por ella
Y sólo sé que se llama Noelia
Noelia, Noelia, Noelia, Noelia, Noelia,
Noelia, Noelia, Noelia, Noelia, Noelia.

Yo quiero hablarle de mi amor
Pero ella da la espalda y se va.
Parece que me va a llamar
pero huye sin hablar.

Hace tiempo que sueño con ella
Y sólo se que se llama Noelia.
Hace tiempo que vivo por ella
Y sólo sé que se llama Noelia
Noelia, Noelia, Noelia, Noelia, Noelia,
Noelia, Noelia, Noelia, Noelia, Noelia.

Hace tiempo que no he vuelto a verla
Y ya no sé qué será de Noelia.
Por la noche la busco en la playa
Y en silencio yo grito: ¡Noelia!
Noelia, Noelia, Noelia, Noelia, Noelia,
Noelia, Noelia, Noelia, Noelia, Noelia.

FINAL

No sé qué hará
Ni si vendrá
Mas yo la espero... ¡Noelia!"
23,Larry Norman,Why Should the Devil Have All the Good Music,TRQBWJD128F9301FB4,1972,"I want the people to know that he saved my soul
But I still like to listen to the radio.
They say rock 'n' roll is wrong, we'll give you one more chance.
I say I feel so good I gotta get up and dance.

I know what's right, I know what's wrong, I don't confuse it.
All I'm really trying to say
Is why should the devil have all the good music?
I feel good every day
'Cause Jesus is the rock and he rolled my blues away.

They say to cut my hair, they're driving me insane,
I grew it out long to make room for my brain.
But sometimes people don't understand,
What's a good boy doing in a rock 'n' roll band?

There's nothing wrong with playing blues licks,
But if you got a reason tell me to my face
Why should the devil have all the good music.
There's nothing wrong with what I play
'Cause Jesus is the rock and he rolled my blues away.

I ain't knocking the hymns,
Just give me a song that has a beat.
I ain't knocking the hymns,
Just give me a song that moves my feet.
I don't like none of those funeral marches
I ain't dead yet!

Jesus told the truth, Jesus showed the way
There's one more thing I'd like to say.
They nailed him to the cross, they laid him in the ground,
But they shoulda known you can't keep a good man down.

I feel good every day, I don't wanna lose it.
All I wanna, all I wanna know
Is why should the devil have all the good music.
I've been filled, I feel okay,
Jesus is the rock and he rolled my blues
Jesus is the rock and he rolled my blues
Jesus is the rock and he rolled my blues away"
24,T.Rex,Thunderwing,TRJHFIH128F92D12CB,1972,"I was walking down the skyway my way
When I saw the legs that I love
I was thinking about drinking something
When I saw the legs that I love

I bought a car 'twas a low-slung thunderwing
It moved like the sun of the dawn
My little baby she's a tip-a-toed vamp rider
She moves like the sun of the dawn

Ooh
Get it on, right on

Do your thing, oh, oh thunderwing
Do your thing, oh, oh thunderwing

Yeah
Get it on, right on
Whooo

Get it on, right on

Well my wig hat moves
And my spaceball boots bounce
When I hear the music I love
A soapbox cart was the start of my wandering
When I hear the music I love
Yeah
Get it on, right on

Do your thing, oh, oh thunderwing
Do your thing, oh, oh thunderwing
Do your thing, oh, oh thunderwing
Do your thing, oh, oh thunderwing
Yeah
Get it on, right on"
25,Bread,Don't Tell Me No (LP Version),TROGEXB128F92FDD93,1972,"Everytime I look into you it tears me up inside
Got a hunger for ya, woman, that just can't be denied
Don't tell me no, ain't my kind of answer
Don't tell me no, won't accept that answer

Makin' lots of money, honey, ain't what I call success
And I won't have what I need until you tell me yes
Don't tell me no - ain't my kind of answer
Don't tell me no - ain't no kind of answer

That's how much I want you
Like a good brew, like a fine wine
You improve with time and I want you, I love you
That's how much I need ya
You're a part of me, my philosophy, my reality
And I want you, that's how much I love you

Realize alibis ain't too wise
And they just won't cut this time
You're gonna give this boy a chance
'Cause he's apt to blow your mind
Don't tell me no, ain't my kind of answer
Don't tell me no, won't accept that answer"
26,Creedence Clearwater Revival,What Are You Gonna Do,TRQBRRI128F424CE09,1972,"When you're alone
You come back crying and you want to go home
For someone forgetting, it seems
Like you're letting it take you away from me

Was your idea to pack up and go?
You said you had no life of your own
Moving in was not too hard to do
You got second thoughts, you're gonna have to choose

What are you gonna do? 
Forget about your mother and think about you
For someone forgetting, it seems
Like you're letting it take you away from me

Told you all the secrets that were mine
The good things that I picked up over time
Won't accept the reason why you're here
Talk things out, overcome the fear

What are you gonna do? 
Forget about your mother and think about you
For someone forgetting, it seems
Like you're letting it take you away from me

What are you gonna do? 
Forget about your mother and think about you
For someone forgetting, it seems
Like you're letting it take you away from me

Thought that I was all that you need
You told me things I wanted to believe
You know that leaving me would be wrong
Stay with me, I'll help you to be strong.

What are you gonna do? 
Forget about your mother and think about you.
For someone forgetting, it seems
Like you're letting it take you away from me

What are you gonna do? 
Forget about your mother and think about you
For someone forgetting, it seems
Like you're letting it take you away from me

What are you gonna do? 
Forget about your mother and think about you
For someone forgetting, it seems
Like you're letting it take you away from me

What are you gonna do? 
Forget about your mother and think about you
For someone forgetting, it seems
Like you're letting"
